Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Employment Status,Loan Term (Months),Loan Status,Net Savings,Loan to Income Ratio,Investment Ratio
61,Artist,Medium,Speculation,70334.45,47753.15,20147.5,3922.37,5404.14,1123.25,4970.55,50000,Unemployed,36,approved,16225.13,1.04702942,0.104086242
20,Lawyer,Medium,Growth,70883.01,1000,382.43,218,234.93,55.26,74.35,5000,Unemployed,36,pending,164.43,4.995004995,0.074275724
49,Lawyer,Low,Speculation,95894.95,12539.78,5072.56,2379.06,1927.06,24.23,2450.21,50000,Retired,12,approved,2693.5,3.986992835,0.195379394
70,Student,High,Wealth preservation,78170.79,100000,35731.69,15716.87,10772.67,2198.56,35491.14,50000,Self-employed,36,rejected,20014.82,0.499995,0.354907851
52,Student,Medium,Wealth preservation,97169.68,100000,18066,11957.81,21739.12,6487.89,10660.31,16520.82,Employed,36,approved,6108.19,0.165206548,0.106602034
71,Engineer,High,Growth,57756.74,65659.5,29575.99,18453.83,6429.62,85.72,10710.8,50000,Self-employed,36,rejected,11122.16,0.761492831,0.163123948
41,Engineer,Low,Growth,70883.01,1000,438.3,95.51,74.72,9.21,188.41,5000,Self-employed,48,rejected,342.79,4.995004995,0.188221778
44,Student,High,Speculation,48012.28,21377.48,8446.41,4744.27,2888.36,286.72,2263.92,50000,Retired,12,rejected,3702.14,2.338800513,0.105897145
46,Engineer,Low,Wealth preservation,11088.51,6771.31,1730.74,1669.59,1532.46,447.6,475.59,12661.52,Retired,24,pending,61.15,1.869601362,0.070225669
39,Student,High,Speculation,44434.94,71627.94,21064.64,18291.59,5620.78,882.81,24065.39,37111.43,Employed,60,pending,2773.05,0.518106648,0.335973002
69,Lawyer,Medium,Income generation,75612.58,100000,28341.93,13296.19,8030.44,2205.97,6787.79,20112.43,Retired,48,rejected,15045.74,0.201122289,0.067877221
33,Artist,High,Income generation,114768.28,100000,43236.18,7893.93,24958.58,6925.23,15841.03,37318.13,Unemployed,24,pending,35342.25,0.373177568,0.158408716
65,Retiree,Medium,Wealth preservation,66851.35,85831.44,13803.12,19858.03,17607.27,765.58,13016.36,50000,Retired,60,pending,-6054.91,0.582530335,0.151648491
54,Lawyer,High,Wealth preservation,38296.46,54141.67,12026.27,13497.79,10516.56,463.27,3656.41,25313.67,Self-employed,48,approved,-1471.52,0.467536418,0.067532872
36,Retiree,Medium,Growth,108733.65,100000,13930.89,21140.26,23170.49,850.25,7785.57,50000,Unemployed,12,pending,-7209.37,0.499995,0.077854921
30,Artist,Low,Income generation,86123.29,35551.26,4428.07,1980.41,1856.16,65.14,4147.75,38002.32,Self-employed,24,pending,2447.66,1.068914325,0.116666282
59,Artist,High,Speculation,53498.04,68604.98,13069.24,9276.11,3543.44,383.32,22707.18,50000,Self-employed,60,approved,3793.13,0.728799443,0.330979603
72,Lawyer,Medium,Speculation,64910.72,43304.93,17319.55,3742.18,5448.42,512.34,8370.54,45776.15,Retired,48,pending,13577.37,1.057041149,0.19328854
44,Retiree,High,Speculation,41422.17,73190.37,29740.72,4244.58,15686.72,4637.06,21837.36,30526.3,Retired,48,pending,25496.14,0.417075128,0.298359766
75,Retiree,Medium,Wealth preservation,26313.21,24607.4,7752.63,3778.93,3497.35,605.93,4308.35,8492.09,Self-employed,36,approved,3973.7,0.345089075,0.175076397
22,Artist,High,Growth,39166.53,69328.87,13265.73,4734.69,13616.28,2020.11,3511.83,49582.04,Self-employed,48,pending,8531.04,0.715161301,0.050653924
55,Engineer,Medium,Income generation,63543.73,12921.67,2879.77,1040.57,1607.66,223.07,1891.37,50000,Employed,48,approved,1839.2,3.869169452,0.146360621
53,Lawyer,Medium,Income generation,60153.84,20046.77,6930.32,5124.03,3665.73,127.64,3095.54,13885.32,Unemployed,36,approved,1806.29,0.692611697,0.154408196
19,Doctor,Medium,Speculation,61972.03,100000,30450.59,11398.88,12944.08,1622.33,18836.69,28671.24,Self-employed,12,approved,19051.71,0.286709533,0.188365016
35,Teacher,High,Income generation,67625.9,100000,36426.24,20093.84,5501.72,911.94,20698.58,50000,Retired,48,approved,16332.4,0.499995,0.20698373
32,Retiree,High,Wealth preservation,92428.17,100000,46732.37,29841.15,19141.82,1748.36,22036.31,50000,Unemployed,12,rejected,16891.22,0.499995,0.220360896
75,Artist,High,Speculation,56180.01,62828.01,19985.85,5220.01,6564.08,1896.75,10518.93,21332.79,Employed,24,approved,14765.84,0.339537262,0.167421546
30,Retiree,High,Speculation,25359.69,22291.51,3504.03,4427.22,4602,1355.42,8274.94,21847.65,Unemployed,48,pending,-923.19,0.980044419,0.371198219
20,Artist,High,Growth,53186.06,81133.36,28633.12,14772.5,14784.02,2605.97,26227.12,50000,Retired,60,pending,13860.62,0.616261717,0.3232554
56,Artist,High,Growth,97557.09,100000,23001.28,22713.99,17557.73,1815.92,12621.05,50000,Employed,60,pending,287.29,0.499995,0.126209238
65,Artist,Low,Speculation,123445.78,100000,39661.65,16856.63,17718.6,4182.43,9155.04,21988.19,Self-employed,60,pending,22805.02,0.219879701,0.091549485
34,Teacher,Low,Speculation,84998.87,10214.24,4325.87,853.17,906.65,70.57,716.86,42321.95,Self-employed,60,pending,3472.7,4.143020624,0.070175542
73,Artist,High,Income generation,11061.18,13485.3,5899.87,4005.88,1458.79,236.24,3052.68,9768.6,Employed,60,approved,1893.99,0.724335066,0.226354152
52,Engineer,Medium,Growth,127154.89,100000,20022.97,25361.9,17671.64,4698.65,6424.49,23143.41,Self-employed,12,approved,-5338.93,0.231431786,0.064244258
62,Artist,Low,Income generation,47357.61,24937.92,10944.38,5170.85,2347.6,68.84,2914.96,25389.61,Self-employed,24,approved,5773.53,1.018071753,0.116883971
29,Student,Low,Income generation,67605.4,100000,49944.31,23890.04,14403.29,2667.45,9488.18,32943.57,Self-employed,48,pending,26054.27,0.329432406,0.094880851
45,Doctor,High,Speculation,84998.41,36199.7,5581.4,7637.76,6000.55,952.1,14007.66,50000,Self-employed,36,pending,-2056.36,1.381188762,0.386944451
21,Student,Medium,Income generation,91382.2,35164.52,7516.63,4627.62,3948.6,163.49,5938.45,50000,Self-employed,60,pending,2889.01,1.42184731,0.168871383
23,Lawyer,Low,Growth,95904.38,100000,10641.76,12919.39,16655.8,4225.98,11276.87,10678.63,Unemployed,24,pending,-2277.63,0.106785232,0.112767572
61,Lawyer,High,Growth,100588.54,86737.34,39257.81,18003.74,21113.95,5147.73,9475.67,50000,Employed,48,rejected,21254.07,0.576446356,0.109244309
59,Student,High,Speculation,70486.86,100000,23541.4,7779.97,9422.78,1860.77,23674.46,30257.39,Retired,36,pending,15761.43,0.302570874,0.236742233
75,Teacher,Medium,Growth,82682.31,100000,28664.64,26118.5,21569.32,5418.57,11653.67,50000,Retired,12,pending,2546.14,0.499995,0.116535535
45,Engineer,Low,Growth,66342.69,100000,45153.46,13115.78,23367.2,5274.6,11938.19,50000,Self-employed,48,pending,32037.68,0.499995,0.119380706
79,Student,Low,Growth,77866.19,19517.37,8618.31,2939.26,2890.8,128.79,2285.36,50000,Employed,24,approved,5679.05,2.561689321,0.117087646
26,Engineer,High,Wealth preservation,7552.74,1000,499.34,247.7,248.44,26.7,283.33,5000,Retired,12,approved,251.64,4.995004995,0.283046953
36,Teacher,Low,Speculation,53321.27,23497.17,8920.4,2726.93,2356.89,9.26,1909.05,6448.8,Self-employed,60,pending,6193.47,0.274438392,0.081242497
83,Artist,Low,Speculation,145958.63,100000,30574.63,11347.61,22438.93,6538.92,7497.89,50000,Unemployed,48,pending,19227.02,0.499995,0.07497815
55,Artist,Low,Speculation,83486.55,24705.24,2957.19,6561.23,3337.12,170.11,2940.81,15296.48,Unemployed,24,approved,-3604.04,0.619134275,0.119031063
35,Doctor,Low,Speculation,59960.49,65990.97,21338.25,6597.8,10109.92,2275.73,6823.76,50000,Self-employed,48,pending,14740.45,0.757667941,0.103402884
23,Retiree,Low,Speculation,90705.33,87930.92,12124.72,13235.94,15037.71,4325.39,12572.33,10704.18,Unemployed,24,rejected,-1111.22,0.121732586,0.142977999
74,Lawyer,Medium,Growth,70936.88,38504.62,19091.27,5627.37,2887.63,205.99,5719.78,36557.39,Employed,36,pending,13463.9,0.949404009,0.148544031
46,Artist,High,Growth,112028.66,56329.62,18604.27,10319.95,12361.19,3607.9,18479.4,50000,Employed,36,approved,8284.32,0.887616717,0.328052487
42,Doctor,Low,Income generation,45063.92,64959.82,23539.33,6754.53,10278.29,1300.88,10195.47,21001.74,Employed,12,pending,16784.8,0.323298567,0.156947988
85,Lawyer,Low,Growth,27380.02,36898.35,5950.11,11037.19,8203.68,465.85,4629.88,31916.08,Unemployed,24,approved,-5087.08,0.864949654,0.125473213
43,Retiree,Low,Income generation,91403.73,38617.24,16660.18,9361.48,6779.36,148.73,6220.81,50000,Employed,24,pending,7298.7,1.29472498,0.161084762
67,Engineer,Low,Wealth preservation,26997.94,51348.59,19098.75,3583.49,2746.54,775.66,3229.31,8072.14,Employed,48,rejected,15515.26,0.157199697,0.06288872
50,Student,Low,Speculation,38032.66,44537.08,10508.16,11952.51,5181.61,74.85,6182.49,40181.38,Self-employed,48,pending,-1444.35,0.902180336,0.138813573
59,Doctor,Medium,Income generation,62571.13,41721.47,15207.75,3905.46,2671.58,302.25,5666.64,31464.48,Self-employed,24,pending,11302.29,0.754137519,0.135817462
54,Retiree,Low,Growth,26787.89,10946.13,4713.31,1427.16,1546.84,192.08,1665.64,26638.94,Retired,24,rejected,3286.15,2.433417709,0.152153121
62,Doctor,High,Income generation,8305.48,14202.1,6785.06,2282.22,2531.75,153.59,1627.96,5000,Self-employed,60,approved,4502.84,0.352035823,0.114620048
37,Teacher,High,Speculation,97172.58,33724.76,5107.81,4870.19,3483.46,1034.89,8144.36,50000,Retired,60,rejected,237.62,1.482546279,0.241487812
71,Doctor,High,Speculation,56362.04,11617.22,4840.03,2140.14,2434.71,494,811.77,27093.18,Employed,36,pending,2699.89,2.331956186,0.069870428
67,Doctor,Low,Income generation,51546.51,11265.91,3121.52,652.88,858.82,69.45,925.62,50000,Employed,60,pending,2468.64,4.437773977,0.082153847
82,Retiree,High,Growth,37889.45,7360.64,1561.88,2148.84,1753.36,381.22,2508.1,37987.83,Self-employed,60,pending,-586.96,5.16024011,0.34069854
51,Lawyer,Medium,Wealth preservation,137084.26,100000,29821.4,19648.93,21474.82,2698.48,6642.52,43201.47,Unemployed,60,approved,10172.47,0.43201038,0.066424536
80,Artist,High,Growth,76024.48,100000,11857.08,13075.5,17210.47,4788.96,35304.21,50000,Self-employed,48,pending,-1218.42,0.499995,0.35303857
75,Artist,Medium,Wealth preservation,75105.42,100000,10095.57,5589.99,14396.12,2387.42,16096.55,30007.66,Self-employed,24,rejected,4505.58,0.300073599,0.16096389
61,Teacher,Medium,Growth,80197.1,29286.28,6185.62,8700.2,4099.28,311.49,2296.98,45497.41,Unemployed,48,approved,-2514.58,1.553487043,0.07842927
28,Artist,Medium,Growth,93419.54,100000,45531.97,16710.29,22782.34,3031.18,13178.45,34154.42,Employed,48,rejected,28821.68,0.341540785,0.131783182
85,Retiree,High,Income generation,64694.55,69208.3,11284.01,11268.9,15214.5,3935.14,22703.71,50000,Self-employed,12,approved,15.11,0.722446261,0.328044208
75,Doctor,High,Income generation,106268.21,100000,45998.77,29306.11,18694.36,2552.93,19348.1,50000,Retired,60,approved,16692.66,0.499995,0.193479065
59,Artist,Medium,Income generation,91197.22,100000,46257.51,20333.74,18881.8,784.6,12846.86,46533.3,Employed,12,approved,25923.77,0.465328347,0.128467315
72,Retiree,Medium,Income generation,63027.85,20792.54,3409.62,1801.82,1428.3,58.84,2489.05,50000,Self-employed,24,approved,1607.8,2.404592965,0.119703042
38,Engineer,Medium,Income generation,76535.46,100000,30782.22,29041.56,16267.87,582.33,15973.01,50000,Retired,48,rejected,1740.66,0.499995,0.159728503
57,Retiree,High,Income generation,83899.92,100000,35627.83,12697.28,18710.92,3044.22,20882.27,50000,Employed,12,rejected,22930.55,0.499995,0.208820612
52,Retiree,Low,Growth,48861.83,76750.41,37221.8,7345.45,12868.71,816.24,14577.43,13202.81,Retired,36,rejected,29876.35,0.172020423,0.189930452
62,Lawyer,High,Growth,108270.63,100000,48228.4,27040.88,19731.5,1814.92,10269.65,50000,Employed,24,approved,21187.52,0.499995,0.102695473
64,Artist,Medium,Wealth preservation,89516.15,100000,14364.42,23297.46,18820.2,2341.32,18556.75,50000,Employed,60,pending,-8933.04,0.499995,0.185565644
35,Engineer,Low,Wealth preservation,31455.42,39600.26,7072.65,2590.79,6237.45,42.24,4502.78,31351.29,Retired,60,approved,4481.86,0.791674053,0.113702948
22,Artist,Low,Growth,38727.4,40309.44,10333.83,10646.26,3304.44,628.82,4185.75,48364.41,Employed,36,approved,-312.43,1.199798613,0.103837864
52,Engineer,Low,Speculation,28347.06,8778.66,1203.65,1119.17,1914.09,241.53,1428.71,23832.17,Self-employed,24,pending,84.48,2.714475276,0.162729536
42,Engineer,High,Speculation,47702.74,64608.03,23755.42,6629.21,5938.83,1205.11,10700.55,41050.8,Unemployed,24,pending,17126.21,0.635372486,0.165620038
85,Retiree,High,Wealth preservation,46564.58,21223.62,9928.15,4495.7,3185.81,569.07,2340.4,45870.09,Self-employed,36,rejected,5432.45,2.161173675,0.11026817
78,Engineer,Medium,Income generation,29810.23,6105.41,1537.35,361.52,431.22,16.13,804.72,33603.05,Employed,12,pending,1175.83,5.502914151,0.131782831
80,Engineer,Medium,Income generation,124365.88,32329.08,6536.87,8630.15,3294.35,868.85,4436.96,50000,Unemployed,36,rejected,-2093.28,1.546547364,0.137239376
58,Doctor,Medium,Growth,92254.25,100000,39603.94,6782.21,6574.32,1847.64,17553.42,50000,Unemployed,24,rejected,32821.73,0.499995,0.175532445
55,Lawyer,Medium,Income generation,105419.79,100000,44784.78,13924.63,12831.19,1556.15,13715.98,31182.66,Retired,48,pending,30860.15,0.311823482,0.137158428
48,Retiree,High,Speculation,53080.05,18968.32,2838.76,1634.59,984.04,54.16,1025.4,42793.6,Unemployed,12,approved,1204.17,2.255937482,0.054055707
38,Engineer,Medium,Speculation,31831.03,59302.02,13162.12,3798.42,13482.92,1519.94,3245.21,36242.57,Employed,24,approved,9363.7,0.611142063,0.054722508
37,Student,Low,Wealth preservation,81648.38,100000,40733.5,17708.12,8891.54,1489.8,7203.69,50000,Employed,48,approved,23025.38,0.499995,0.07203618
67,Engineer,Medium,Income generation,108857.79,100000,38645.15,18005.9,8782.6,1008.72,17766.35,24980.51,Unemployed,36,approved,20639.25,0.249802602,0.177661723
26,Doctor,High,Wealth preservation,91677.38,100000,33015.92,7476.09,20031.35,4457.48,27144.1,50000,Unemployed,24,rejected,25539.83,0.499995,0.271438286
42,Teacher,Low,Income generation,72952.79,94020.01,42270.33,13372.05,22536.37,3470.22,14944.61,50000,Self-employed,12,pending,28898.28,0.531796032,0.158949686
20,Student,Medium,Growth,48503.69,18204.16,5101.5,5395.68,2381.38,257.09,2639.03,25041.59,Employed,36,rejected,-294.18,1.375521555,0.14496055
49,Engineer,Medium,Income generation,85931.48,63696.49,21716.18,17983.97,3300.42,825.02,6261.19,50000,Retired,24,approved,3732.21,0.784960287,0.09829571
22,Engineer,Medium,Speculation,76626.42,100000,20435.42,5687.78,13792.01,3231.43,17989.54,50000,Employed,12,rejected,14747.64,0.499995,0.179893601
74,Engineer,Medium,Speculation,73880.72,100000,32659.92,12641.89,17212.1,1455.53,7969.53,50000,Self-employed,48,approved,20018.03,0.499995,0.079694503
82,Teacher,Medium,Speculation,106869.79,100000,25083.98,14039.1,8788.32,1518.13,13488.42,50000,Employed,24,approved,11044.88,0.499995,0.134882851
32,Retiree,Medium,Growth,58154.94,99552.24,30953.33,18852.07,24158.92,2008.35,13464.02,50000,Employed,60,rejected,12101.26,0.502243825,0.135244418
29,Engineer,Medium,Growth,59750.25,84903.86,37007.58,16977.6,12059.72,496.61,7357.85,50000,Retired,36,rejected,20029.98,0.58889444,0.086659939
53,Retiree,Medium,Growth,79735.42,27227.75,4775.1,2512.99,1867.73,230.17,5209.99,50000,Retired,12,pending,2262.11,1.836294358,0.191341505
25,Engineer,Low,Income generation,44403.17,55278.86,23395.7,6483.46,11032.9,562.94,3525.38,48163.17,Self-employed,60,rejected,16912.24,0.871260709,0.063773316
52,Artist,Low,Speculation,60270.72,28600.9,4997.45,8085.15,6473.9,888.97,2533.69,42642.76,Employed,60,approved,-3087.7,1.490906548,0.088584674
58,Engineer,Medium,Wealth preservation,54066.48,27469.72,8825.49,1424.64,3908.01,68.17,2700.27,50000,Retired,48,pending,7400.85,1.820119749,0.098296295
20,Student,High,Income generation,71931.53,70859.42,15842.24,11128.63,4772.69,871.97,27833.5,50000,Employed,48,approved,4713.61,0.705612527,0.392793325
72,Doctor,Medium,Income generation,46309.04,21266.22,4400.72,1665.85,1265.48,68.63,1482.48,37514.65,Employed,36,rejected,2734.87,1.763965859,0.069707277
67,Doctor,Low,Speculation,31785.07,4239.08,2075.09,1060.54,953.73,145.16,238.75,30710.15,Unemployed,24,approved,1014.55,7.242823249,0.0563079
59,Doctor,High,Growth,47535.36,18866.3,3879.35,3917.12,1759.49,387.77,1072.69,50000,Unemployed,24,approved,-37.77,2.650087718,0.056854452
75,Student,Low,Income generation,59840.77,10686.04,2433.5,2182.28,1485.62,263.69,614.53,12644.29,Retired,48,approved,251.22,1.183142386,0.057502358
72,Doctor,Low,Wealth preservation,34997.38,62809.13,23091.53,9477.52,5389.61,662.02,4046.76,46003.59,Self-employed,60,approved,13614.01,0.732423098,0.064428461
78,Teacher,Medium,Wealth preservation,55465.01,39348.46,10864.86,10281.16,8484.77,2175.98,5695.32,50000,Employed,60,approved,583.7,1.270665468,0.144736929
83,Student,High,Growth,172857.74,100000,44325.28,15938.58,24038.28,2344.6,16874.55,50000,Retired,48,rejected,28386.7,0.499995,0.168743813
64,Doctor,Low,Growth,23018.62,31130.07,7296.74,2732.44,6466.11,322.32,4891.52,6004.03,Employed,36,pending,4564.3,0.19286295,0.157126626
66,Teacher,High,Wealth preservation,92041.65,85406.14,38363.32,6554.43,4382.79,77.62,28993.5,50000,Unemployed,36,rejected,31808.89,0.585431148,0.33947396
48,Engineer,Medium,Speculation,81791.79,100000,46714.24,8215.69,7831.05,655.25,7807.71,50000,Self-employed,60,approved,38498.55,0.499995,0.078076319
70,Doctor,Low,Speculation,71195.01,33153.57,7963.77,6758.1,5400.66,767.06,4878.24,10892.46,Employed,60,rejected,1205.67,0.328535704,0.147136277
24,Lawyer,Medium,Wealth preservation,117869.47,100000,36910.3,24069.56,18305.68,1178.94,6032.56,50000,Employed,60,approved,12840.74,0.499995,0.060324997
55,Artist,High,Income generation,45935.94,56537.95,19021.28,16562.2,3006.05,791.61,16417.63,45484.12,Self-employed,12,rejected,2459.08,0.804474084,0.290377342
75,Student,Low,Wealth preservation,71303.92,100000,38703.74,22593.29,23374.76,2661.16,7515.48,50000,Employed,36,approved,16110.45,0.499995,0.075154048
54,Teacher,Medium,Speculation,110172.2,100000,48146.67,21236.58,5543.49,430.93,16383.57,50000,Employed,24,pending,26910.09,0.499995,0.163834062
75,Lawyer,High,Wealth preservation,93951.68,100000,35666.94,22839.68,11570.03,3348.21,24390.14,50000,Unemployed,24,approved,12827.26,0.499995,0.243898961
50,Lawyer,Low,Income generation,86870.54,100000,32197.66,15716.68,6976.8,1176.14,6141.59,50000,Self-employed,12,rejected,16480.98,0.499995,0.061415286
81,Student,Low,Income generation,27012.57,43293.43,20313.17,3793.23,4035.98,579.19,3208.64,32010.74,Unemployed,48,pending,16519.94,0.739373171,0.074112074
24,Doctor,High,Speculation,96295.52,86049.61,9433.68,10098.85,14934.09,3034.2,4706.16,36283.3,Employed,60,approved,-665.17,0.421650701,0.054690606
83,Lawyer,Medium,Speculation,62729.43,88718.06,12165.87,23050.3,12130.29,1721.47,16374.94,42396.57,Unemployed,48,approved,-10884.43,0.477874427,0.184570711
31,Student,High,Speculation,135000.85,63418.92,23662.29,12685.32,7117.17,541.11,23160.34,50000,Unemployed,60,rejected,10976.97,0.788395823,0.365190306
84,Lawyer,High,Income generation,53436.47,100000,14229.88,13585.07,22961.24,2223.88,39555.88,25389.59,Employed,36,approved,644.81,0.253893361,0.395554844
